,sentence1,sentence21,sentence22,pronoun,referent1,wrong_referent1,referent2,wrong_referent2
16648,The sniper took aim the terrorist,He was a dangerous human rights abuser,He was a dangerous criminal,He,terrorist,sniper,terrorist,sniper
16649,The accurate sniper targeted the terrorist,He was a successful marksman,He was a talented assassin,He,sniper,terrorist,sniper,terrorist
16650,The sniper took down the terrorist,He was a ruthless money launderer,He was a brutal insurgent,He,terrorist,sniper,terrorist,sniper
16651,The sniper neutralized the terrorist,He was a precise sharpshooter,He was a brutal militant,He,sniper,terrorist,terrorist,sniper
16652,The resourceful sniper took down the terrorist,He was a dangerous extremist,He was a veteran assassin,He,terrorist,sniper,sniper,terrorist
16653,The sniper assassinated the terrorist,He was a dangerous militant,He was a ruthless assassin,He,terrorist,sniper,terrorist,sniper
16654,The sniper executed the terrorist,He was a notorious arms dealer,He was a notorious militant,He,terrorist,sniper,terrorist,sniper
16655,The sniper took down the terrorist,He was a precise assassin,He was a brutal warmonger,He,sniper,terrorist,terrorist,sniper
16656,The determined bee was focused on the flower,It was filled with pollen,It was yielding nectar,It,flower,bee,flower,bee
16657,The sniper neutralized the terrorist,He was a ruthless combatant,He was a resourceful marksman,He,terrorist,sniper,sniper,terrorist
16658,The sniper assassinated the terrorist,He was a dangerous assassin,He was a precise killer,He,terrorist,sniper,sniper,terrorist
16659,The sniper assassinated the terrorist,He was a ruthless human rights abuser,He was a winning killer,He,terrorist,sniper,sniper,terrorist
16660,The sniper eliminated the terrorist,He was a dangerous extremist,He was a winning marksman,He,terrorist,sniper,sniper,terrorist
16661,The sniper killed the terrorist,He was a accurate killer,He was a ruthless militant,He,sniper,terrorist,terrorist,sniper
16662,The sniper assassinated the terrorist,He was a ruthless insurgent,He was a dangerous cyber criminal,He,terrorist,sniper,terrorist,sniper
16663,The sniper fired the terrorist,He was a notorious murderer,He was a brutal killer,He,terrorist,sniper,terrorist,sniper
16664,The sniper executed the terrorist,He was a dangerous human rights abuser,He was a ruthless dictator,He,terrorist,sniper,terrorist,sniper
16665,The sailors escaped from the safe boats,They were braving the elements,They were capsizing,They,sailors,boats,boats,sailors
16666,The sniper executed the terrorist,He was a ruthless war criminal,He was a accurate killer,He,terrorist,sniper,sniper,terrorist
16667,The sniper targeted the terrorist,He was a precise assassin,He was a resourceful shooter,He,sniper,terrorist,sniper,terrorist
16668,The energetic people led a march against the government,They were seeking solidarity,They were fighting for their cause,They,people,government,people,government
16669,The sailors tumbled off the boats,They were tipping over,They were braving the elements,They,boats,sailors,sailors,boats
16670,The sniper fired the terrorist,He was a brutal assassin,He was a winning killer,He,terrorist,sniper,sniper,terrorist
16671,The sniper neutralized the terrorist,He was a ruthless human rights violator,He was a precise shooter,He,terrorist,sniper,sniper,terrorist
16672,The sniper killed the terrorist,He was a brutal insurgent,He was a ruthless human trafficker,He,terrorist,sniper,terrorist,sniper
16673,The eager students explored the ancient books,They were developing their understanding,They were reaching for their goals,They,students,books,students,books
16674,The sniper targeted the terrorist,He was a brutal arms dealer,He was a dangerous warmonger,He,terrorist,sniper,terrorist,sniper
16675,The bee explored the flower,It was offering sustenance,It was gathering pollen,It,flower,bee,bee,flower
16676,The sniper took out the terrorist,He was a brutal cyber criminal,He was a winning killer,He,terrorist,sniper,sniper,terrorist
16677,The sniper eliminated the terrorist,He was a ruthless dictator,He was a ruthless bomber,He,terrorist,sniper,terrorist,sniper
16678,The sailors plunged into the rundown boats,They were tipping over,They were not trained,They,boats,sailors,sailors,boats
16679,The police pursued the criminals through the park,They were been wanted for months,They were robbing a convenience store,They,criminals,police,criminals,police
16680,The sniper neutralized the terrorist,He was a winning killer,He was a dangerous war criminal,He,sniper,terrorist,terrorist,sniper
16681,The sniper took down the terrorist,He was a precise assassin,He was a ruthless combatant,He,sniper,terrorist,terrorist,sniper
16682,The sniper neutralized the terrorist,He was a accurate sharpshooter,He was a notorious arms dealer,He,sniper,terrorist,terrorist,sniper
16683,The sniper took down the terrorist,He was a dangerous murderer,He was a ruthless human rights violator,He,terrorist,sniper,terrorist,sniper
16684,The sniper killed the terrorist,He was a dangerous human rights abuser,He was a notorious human rights violator,He,terrorist,sniper,terrorist,sniper
16685,The durable knife scratched the fence separating the yards,It was thin and ineffective,It was damaged and unstable,It,fence,knife,fence,knife
16686,The resourceful sniper targeted the terrorist,He was a veteran assassin,He was a talented marksman,He,sniper,terrorist,sniper,terrorist
16687,The storm disrupted the flight,It was bringing high winds,It was carrying important documents,It,storm,flight,flight,storm
16688,The accurate sniper neutralized the terrorist,He was a top sharpshooter,He was a veteran marksman,He,sniper,terrorist,sniper,terrorist
16689,The sniper killed the terrorist,He was a winning assassin,He was a accurate marksman,He,sniper,terrorist,sniper,terrorist
16690,The hardworking bee landed on the flower,It was making a decision,It was producing pollen,It,bee,flower,flower,bee
16691,The students memorized the books,They were covering advanced topics,They were filled with knowledge,They,books,students,books,students
16692,The storm ruined the morning flight,It was carrying cargo,It was causing flash floods,It,flight,storm,storm,flight
16693,The sniper eliminated the terrorist,He was a brutal human rights violator,He was a brutal arms smuggler,He,terrorist,sniper,terrorist,sniper
16694,The sniper took aim the terrorist,He was a brutal insurgent,He was a resourceful killer,He,terrorist,sniper,sniper,terrorist
16695,The sniper assassinated the terrorist,He was a resourceful killer,He was a winning assassin,He,sniper,terrorist,sniper,terrorist
16696,The active birds fought for the seeds,They were a irresistible snack,They were irresistible,They,seeds,birds,seeds,birds
16697,The bee inspected the alluring flower,It was making a decision,It was bursting with nectar,It,bee,flower,flower,bee
16698,The sniper fired the terrorist,He was a brutal murderer,He was a brutal insurgent,He,terrorist,sniper,terrorist,sniper
16699,The storm shattered the commercial flight,It was causing flash floods,It was carrying important documents,It,storm,flight,flight,storm
16700,The sniper eliminated the dangerous terrorist,He was a precise shooter,He was a accurate sharpshooter,He,sniper,terrorist,sniper,terrorist
16701,The sniper targeted the terrorist,He was a brutal combatant,He was a accurate assassin,He,terrorist,sniper,sniper,terrorist
16702,The activist people rallied together against the government,They were risking their safety,They were fighting for their dignity,They,people,government,people,government
16703,The sniper eliminated the terrorist,He was a dangerous insurgent,He was a winning assassin,He,terrorist,sniper,sniper,terrorist
16704,The sniper executed the terrorist,He was a notorious arms dealer,He was a ruthless human rights violator,He,terrorist,sniper,terrorist,sniper
16705,The sniper fired the terrorist,He was a notorious criminal,He was a precise shooter,He,terrorist,sniper,sniper,terrorist
16706,The sniper executed the terrorist,He was a ruthless murderer,He was a brutal cyber criminal,He,terrorist,sniper,terrorist,sniper
16707,The sniper assassinated the terrorist,He was a dangerous dictator,He was a accurate sharpshooter,He,terrorist,sniper,sniper,terrorist
16708,The sniper neutralized the terrorist,He was a accurate sharpshooter,He was a brutal human rights violator,He,sniper,terrorist,terrorist,sniper
16709,The winning sniper killed the dangerous terrorist,He was a vicious extremist,He was a barbaric dictator,He,terrorist,sniper,terrorist,sniper
16710,The people formed a coalition against the government,They were making an impact,They were hiding the truth,They,people,government,government,people
16711,The sniper targeted the terrorist,He was a winning killer,He was a resourceful shooter,He,sniper,terrorist,sniper,terrorist
16712,The sniper executed the terrorist,He was a brutal arms dealer,He was a winning shooter,He,terrorist,sniper,sniper,terrorist
16713,The sniper targeted the terrorist,He was a dangerous dealer,He was a accurate assassin,He,terrorist,sniper,sniper,terrorist
16714,The sniper neutralized the dangerous terrorist,He was a vicious combatant,He was a resourceful assassin,He,terrorist,sniper,sniper,terrorist
16715,The sniper eliminated the terrorist,He was a brutal warmonger,He was a brutal bomb maker,He,terrorist,sniper,terrorist,sniper
16716,The sniper neutralized the terrorist,He was a precise assassin,He was a brutal war criminal,He,sniper,terrorist,terrorist,sniper
16717,The students learned from the books,They were divisive,They were pushing themselves to succeed,They,books,students,students,books
16718,The sniper took aim the terrorist,He was a ruthless guy,He was a brutal criminal,He,terrorist,sniper,terrorist,sniper
16719,The storm prevented the commercial flight,It was causing flash floods,It was putting lives in peril,It,storm,flight,storm,flight
16720,The accurate sniper took down the terrorist,He was a ruthless arms smuggler,He was a talented sharpshooter,He,terrorist,sniper,sniper,terrorist
16721,The winning sniper took aim the terrorist,He was a successful sharpshooter,He was a top assassin,He,sniper,terrorist,sniper,terrorist
16722,The sniper executed the terrorist,He was a notorious arms dealer,He was a notorious money launderer,He,terrorist,sniper,terrorist,sniper
16723,The heart pushed blood with determination,It was a healthy muscle,It was a unstoppable muscle,It,heart,blood,heart,blood
16724,The sniper took down the terrorist,He was a dangerous dealer,He was a dangerous guy,He,terrorist,sniper,terrorist,sniper
16725,The sniper fired the terrorist,He was a accurate killer,He was a ruthless human rights abuser,He,sniper,terrorist,terrorist,sniper
16726,The serrated knife severed the fence effortlessly,It was old and rusted,It was protecting the garden from the wind,It,fence,knife,fence,knife
16727,The people gathered for a rally against the government,They were speaking truth to power,They were denying basic needs,They,people,government,government,people
